laptop_ID,Company,Product,TypeName,Inches,Ram_GB,OpSys,Weight_kg,Price_euros,Touchscreen,ScreenWidth,ScreenHeight,Cpu_producer,Cpu_series,Cpu_model,Cpu_GHz,Gpu_producer,Gpu_model,Gpu_series,Memory1_GB,Memory1_type,Memory2_GB,Memory2_type
453,Acer,Aspire ES1-572,Notebook,15.6,4,Linux,2.4,441.8,0,1366,768,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,500,HDD,0,-
454,Dell,Precision 3520,Workstation,15.6,8,Windows 10,2.23,1993.0,0,1920,1080,Intel,E3-1505M V6,Xeon,3.0,Nvidia,Quadro,M620,64,Flash Storage,1024,HDD
455,MSI,GV62 7RD-1686NL,Gaming,15.6,8,Windows 10,2.2,1027.74,0,1920,1080,Intel,7300HQ,Core i5,2.5,Nvidia,GeForce GTX,1050,256,SSD,0,-
456,Microsoft,Surface Laptop,Ultrabook,13.5,16,Windows 10 S,1.25,2589.0,1,2256,1504,Intel,7660U,Core i7,2.5,Intel,Iris Plus Graphics,640,512,SSD,0,-
457,HP,15-bs024nv (i5-7200U/8GB/128GB/W10),Notebook,15.6,8,Windows 10,1.91,589.0,0,1366,768,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,128,SSD,0,-
458,Dell,Precision 3520,Workstation,15.6,16,Windows 10,2.17,1975.0,0,1920,1080,Intel,6820HQ,Core i7,2.7,Nvidia,Quadro,M620,256,SSD,0,-
459,HP,ProBook 650,Workstation,15.6,8,Windows 10,2.31,1534.0,0,1920,1080,Intel,7820HQ,Core i7,2.9,Intel,HD Graphics,620,512,SSD,0,-
460,Lenovo,ThinkPad T470,Notebook,14.0,8,Windows 10,1.65,1345.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,0,-
461,Dell,Inspiron 5570,Notebook,15.6,8,Windows 10,2.36,979.0,0,1920,1080,Intel,8550U,Core i7,1.8,AMD,Radeon,530,128,SSD,1024,HDD
462,Dell,Inspiron 3168,2 in 1 Convertible,11.6,4,Windows 10,1.47,479.0,1,1366,768,Intel,N3710,Pentium Quad Core,1.6,Intel,HD Graphics,405,500,HDD,0,-
463,Dell,Alienware 17,Notebook,17.3,8,Windows 10,4.42,2046.0,0,1920,1080,Intel,7700HQ,Core i7,2.7,Nvidia,GeForce GTX,1060,1024,HDD,0,-
464,Microsoft,Surface Laptop,Ultrabook,13.5,4,Windows 10 S,1.252,989.0,1,2256,1504,Intel,m3-7Y30,Core M,2.2,Intel,HD Graphics,615,128,SSD,0,-
465,Microsoft,Surface Laptop,Ultrabook,13.5,8,Windows 10 S,1.25,1799.0,1,2256,1504,Intel,7660U,Core i7,2.5,Intel,Iris Plus Graphics,640,256,SSD,0,-
466,HP,17-BS092ND (i3-6006U/8GB/256GB/W10),Notebook,17.3,8,Windows 10,2.5,639.9,0,1600,900,Intel,6006U,Core i3,2.0,Intel,HD Graphics,520,256,SSD,0,-
467,Acer,Aspire E5-576G,Notebook,15.6,4,Windows 10,2.23,544.0,0,1920,1080,Intel,6006U,Core i3,2.0,Nvidia,GeForce,940MX,1024,HDD,0,-
468,Acer,TravelMate B,Netbook,11.6,4,Windows 10,1.4,435.0,0,1366,768,Intel,N3060,Celeron Dual Core,1.6,Intel,HD Graphics,400,128,SSD,0,-
469,Asus,Pro P2540UA-AB51,Notebook,15.6,8,Windows 10,2.37,749.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,1024,HDD,0,-
470,Lenovo,IdeaPad 510s-14IKB,Notebook,14.0,8,No OS,1.5,799.0,0,1920,1080,Intel,7500U,Core i7,2.7,AMD,Radeon R7,M460,512,SSD,0,-
471,Lenovo,Thinkpad P51,Notebook,15.6,8,Windows 10,2.67,2090.0,0,1920,1080,Intel,7820HQ,Core i7,2.9,Nvidia,Quadro,M2200M,256,SSD,0,-
472,Asus,X541NA-PD1003Y (N4200/4GB/500GB/W10),Notebook,15.6,4,Windows 10,2.0,304.0,0,1366,768,Intel,N4200,Pentium Quad Core,1.1,Intel,HD Graphics,500,500,HDD,0,-
473,Acer,Aspire 5,Notebook,15.6,4,Windows 10,2.2,469.0,0,1366,768,Intel,6006U,Core i3,2.0,Nvidia,GeForce GTX,940MX,500,HDD,0,-
474,Dell,Inspiron 5570,Notebook,15.6,8,Windows 10,2.02,759.0,0,1920,1080,Intel,8250U,Core i5,1.6,AMD,Radeon,530,2048,HDD,0,-
475,HP,Omen 17-an006nv,Gaming,17.3,12,Windows 10,3.78,1699.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1060,1024,HDD,0,-
476,Lenovo,Thinkpad T460s,Ultrabook,14.0,12,Windows 10,1.4,1858.0,0,2560,1440,Intel,6600U,Core i7,2.6,Intel,HD Graphics,520,256,SSD,0,-
477,HP,Spectre x360,2 in 1 Convertible,13.3,8,Windows 10,1.29,1999.0,1,3840,2160,Intel,8550U,Core i7,1.8,Intel,UHD Graphics,620,512,SSD,0,-
478,HP,ZBook 15u,Notebook,15.6,8,Windows 10,1.9,1154.0,0,1920,1080,Intel,7200U,Core i5,2.5,AMD,FirePro,W4190M,500,HDD,0,-
479,Google,Pixelbook (Core,Ultrabook,12.3,8,Chrome OS,1.1,1275.0,1,2400,1600,Intel,7Y57,Core i5,1.2,Intel,HD Graphics,615,128,SSD,0,-
480,Dell,Latitude 7390,Ultrabook,13.3,8,Windows 10,1.42,1841.85,1,1920,1080,Intel,8250U,Core i5,1.6,Intel,UHD Graphics,620,256,SSD,0,-
481,Asus,ZenBook Pro,Notebook,15.6,12,Windows 10,2.06,1299.0,0,3840,2160,Intel,6700HQ,Core i7,2.6,Intel,HD Graphics,530,128,SSD,1024,HDD
482,Dell,Latitude E5470,Notebook,14.0,8,Windows 10,1.79,740.0,0,1366,768,Intel,6100U,Core i3,2.3,Intel,HD Graphics,520,128,SSD,0,-
483,Dell,Precision M5520,Workstation,15.6,8,Windows 10,1.78,2408.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,Quadro,M1200,256,SSD,0,-
484,Lenovo,Thinkpad T470,Notebook,14.0,8,Windows 10,1.7,1364.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,180,SSD,0,-
485,Dell,Inspiron 3576,Notebook,15.6,8,Windows 10,2.2,675.0,0,1920,1080,Intel,8250U,Core i5,1.6,AMD,Radeon,520,1024,HDD,0,-
486,Toshiba,Portege X30-D-10J,Notebook,13.3,8,Windows 10,1.05,1672.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,0,-
487,Dell,Inspiron 7570,Notebook,15.6,8,Windows 10,2.16,1262.0,0,1920,1080,Intel,8550U,Core i7,1.8,Nvidia,GeForce,940MX,512,SSD,0,-
488,Dell,Vostro 3568,Notebook,15.6,4,Windows 10,2.18,586.6,0,1366,768,Intel,7100U,Core i3,2.4,Intel,HD Graphics,620,1024,HDD,0,-
489,HP,ProBook 430,Notebook,13.3,4,Windows 10,1.49,726.0,0,1920,1080,Intel,8250U,Core i5,1.6,Intel,UHD Graphics,620,128,SSD,0,-
490,Chuwi,"Lapbook 15,6",Notebook,15.6,4,Windows 10,1.89,248.9,0,1920,1080,Intel,x5-Z8350,Atom,1.44,Intel,HD Graphics,-,64,Flash Storage,0,-
491,Lenovo,ThinkPad E570,Notebook,15.6,4,Windows 10,2.3,565.0,0,1366,768,Intel,6006U,Core i3,2.0,Intel,HD Graphics,520,128,SSD,0,-
492,Lenovo,ThinkPad E480,Notebook,14.0,8,Windows 10,1.75,1049.0,0,1920,1080,Intel,8250U,Core i5,1.6,Intel,UHD Graphics,620,256,SSD,0,-
493,Dell,Precision 3520,Workstation,15.6,16,Windows 10,2.17,2338.0,0,1920,1080,Intel,6820HQ,Core i7,2.7,Nvidia,Quadro,M620,512,SSD,0,-
494,Dell,XPS 15,Notebook,15.6,16,Windows 10,2.06,1899.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050,512,SSD,0,-
495,Lenovo,Thinkpad X270,Ultrabook,12.5,16,Windows 10,1.36,1798.0,0,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,512,SSD,0,-
496,Asus,Zenbook UX390UA,Ultrabook,12.5,16,Windows 10,0.91,1950.0,0,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,512,SSD,0,-
497,Lenovo,Thinkpad E570,Notebook,15.6,8,Windows 10,2.3,1011.99,0,1920,1080,Intel,7200U,Core i5,2.5,Nvidia,GeForce,940MX,256,SSD,0,-
498,Toshiba,Portege X30-D-10L,Ultrabook,13.3,32,Windows 10,1.05,2799.0,1,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,512,SSD,0,-
499,Asus,VivoBook Pro,Gaming,15.6,8,Windows 10,1.99,1350.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050,128,SSD,1024,HDD
500,Acer,Aspire 5,Notebook,15.6,8,Windows 10,2.2,579.0,0,1366,768,AMD,9620P,A10-Series,2.5,AMD,Radeon RX,540,1024,HDD,0,-
501,Asus,Rog G752VL-UH71T,Gaming,17.3,24,Windows 10,4.33,1269.0,1,1920,1080,Intel,6700HQ,Core i7,2.6,Nvidia,GeForce GTX,965M,256,SSD,1024,HDD
502,Lenovo,Thinkpad X260,Ultrabook,12.5,8,Windows 10,1.3,1099.0,0,1366,768,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,180,SSD,0,-
503,Lenovo,Ideapad 520-15IKBR,Notebook,15.6,8,Windows 10,2.17,898.9,0,1920,1080,Intel,8550U,Core i7,1.8,Intel,UHD Graphics,620,256,SSD,0,-
504,HP,EliteBook 840,Notebook,14.0,8,Windows 10,1.48,1749.0,0,1920,1080,Intel,7600U,Core i7,2.8,Intel,HD Graphics,620,1024,SSD,0,-
505,Lenovo,ThinkPad 13,Notebook,13.3,8,Windows 10,1.4,949.0,0,1920,1080,Intel,7100U,Core i3,2.4,Intel,HD Graphics,620,256,SSD,0,-
506,Lenovo,ThinkPad L570,Notebook,15.6,8,Windows 10,2.3,911.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,0,-
507,Asus,VivoBook E201NA,Netbook,11.6,4,Windows 10 S,1.2,340.0,0,1366,768,Intel,N3350,Celeron Dual Core,1.1,Intel,HD Graphics,500,64,Flash Storage,0,-
508,HP,15-BS026nv (i5-7200U/8GB/256GB/Radeon,Notebook,15.6,8,Windows 10,1.91,618.99,0,1366,768,Intel,7200U,Core i5,2.5,AMD,Radeon,520,256,SSD,0,-
509,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,8,Windows 10,1.4,1599.0,1,1920,1080,Intel,8250U,Core i5,1.6,Intel,UHD Graphics,620,256,SSD,0,-
510,Lenovo,IdeaPad 320-14IAP,Notebook,14.0,4,Windows 10,2.1,299.0,0,1366,768,Intel,N3350,Celeron Dual Core,1.1,Intel,HD Graphics,500,500,HDD,0,-
511,Lenovo,Chromebook N23,Netbook,11.6,4,Chrome OS,1.25,265.0,0,1366,768,Intel,N3060,Celeron Dual Core,1.6,Intel,HD Graphics,400,16,SSD,0,-
512,Lenovo,ThinkPad 13,Notebook,13.3,8,Windows 10,1.44,954.5,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,0,-
513,Asus,ZenBook UX510UX-CN211T,Notebook,15.6,8,Windows 10,2.0,1224.0,0,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,256,SSD,1024,HDD
514,Acer,Aspire A515-51G-59QF,Notebook,15.6,4,Windows 10,2.2,613.0,0,1920,1080,Intel,8250U,Core i5,1.6,Nvidia,GeForce,MX150,1024,HDD,0,-
515,HP,Envy 13-AB002nv,Ultrabook,13.3,8,Windows 10,1.34,1323.0,0,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,512,SSD,0,-
516,Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,No OS,2.4,1149.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1060,256,SSD,1024,HDD
517,Dell,XPS 13,Ultrabook,13.3,8,Windows 10,1.29,899.0,1,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,128,SSD,0,-
518,Acer,Aspire A515-51G,Notebook,15.6,4,Windows 10,2.2,639.0,0,1920,1080,Intel,7500U,Core i7,2.7,Nvidia,GeForce,940MX,500,HDD,0,-
519,Dell,Vostro 5568,Notebook,15.6,8,Windows 10,2.18,836.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,1024,HDD,0,-
520,Dell,Inspiron 5570,Notebook,15.6,16,Windows 10,2.2,1177.12,0,1920,1080,Intel,8550U,Core i7,1.8,AMD,Radeon,530,256,SSD,2048,HDD
521,Xiaomi,Mi Notebook,Notebook,15.6,16,No OS,1.95,1399.95,0,1920,1080,Intel,8550U,Core i7,1.8,Nvidia,GeForce,MX150,256,SSD,0,-
522,Asus,VivoBook E12,Netbook,11.6,2,Windows 10,1.1,245.0,0,1366,768,Intel,N3350,Celeron Dual Core,1.1,Intel,HD Graphics,500,32,Flash Storage,0,-
523,HP,15-bs190od (i5-8250U/4GB/1TB/W10),Notebook,15.6,4,Windows 10,2.04,521.47,1,1366,768,Intel,8250U,Core i5,1.6,Intel,UHD Graphics,620,1024,HDD,0,-
524,Asus,ROG Zephyrus,Gaming,15.6,24,Windows 10,2.24,2968.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1080,512,SSD,0,-
525,HP,Probook 450,Notebook,15.6,8,Windows 10,2.04,889.0,0,1920,1080,Intel,7200U,Core i5,2.5,Nvidia,GeForce,930MX,256,SSD,0,-
526,Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,Gaming,17.3,16,Windows 10,3.0,1504.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050Ti,256,SSD,1024,HDD
527,Lenovo,Legion Y720-15IKB,Gaming,15.6,8,Windows 10,3.2,1399.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1060,256,SSD,1024,HDD
528,HP,Spectre X360,Ultrabook,13.3,8,Windows 10,1.32,1399.0,0,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,256,SSD,0,-
529,Dell,Latitude 5480,Notebook,14.0,8,Windows 10,1.64,1279.73,0,1920,1080,Intel,7300U,Core i5,2.6,Intel,HD Graphics,620,256,SSD,0,-
530,HP,ProBook 440,Notebook,15.6,4,Windows 10,1.63,689.0,0,1366,768,Intel,6006U,Core i3,2.0,Intel,HD Graphics,520,128,SSD,0,-
531,Dell,Inspiron 5770,Notebook,17.3,8,Linux,2.8,889.0,0,1920,1080,Intel,8250U,Core i5,1.6,AMD,Radeon,530,128,SSD,1024,HDD
532,Lenovo,ThinkPad L470,Notebook,14.0,8,Windows 7,2.02,1340.0,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,256,SSD,0,-
533,Lenovo,IdeaPad 320-15IKB,Notebook,15.6,4,Windows 10,2.2,799.0,0,1920,1080,Intel,7500U,Core i7,2.7,Nvidia,GeForce,920MX,1024,HDD,0,-
534,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,8,No OS,2.2,459.0,0,1366,768,Intel,6006U,Core i3,2.0,Nvidia,GeForce,920MX,2048,HDD,0,-
535,Dell,Inspiron 3567,Notebook,15.6,4,Windows 10,2.3,585.0,0,1920,1080,Intel,7200U,Core i5,2.5,AMD,Radeon R5,M430,500,HDD,0,-
536,Dell,Latitude 5580,Notebook,15.6,8,Windows 10,1.9,1377.0,0,1920,1080,Intel,7440HQ,Core i5,2.8,Intel,HD Graphics,620,256,SSD,0,-
537,Dell,Alienware 17,Gaming,17.3,16,Windows 10,4.42,3012.77,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1070,128,SSD,1024,HDD
538,Toshiba,Satellite Pro,Notebook,15.6,8,Windows 10,2.0,860.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,500,HDD,0,-
539,Asus,Zenbook UX510UW-FI095T,Notebook,15.6,8,Windows 10,2.0,1299.0,0,3840,2160,Intel,7500U,Core i7,2.7,Nvidia,GeForce GTX,960M,256,SSD,1024,HDD
540,Mediacom,SmartBook Edge,Notebook,13.3,4,Windows 10,1.2,369.0,0,1920,1080,Intel,N3450,Celeron Quad Core,1.1,Intel,HD Graphics,500,32,SSD,0,-
541,Asus,ROG Strix,Gaming,15.6,8,Windows 10,2.3,1649.0,0,1920,1080,Intel,7300HQ,Core i5,2.5,Nvidia,GeForce GTX,1060,128,SSD,1024,HDD
542,Dell,Latitude 5580,Notebook,15.6,8,Windows 10,1.93,1369.0,0,1920,1080,Intel,7600U,Core i7,2.8,Nvidia,GeForce,930MX,256,SSD,0,-
544,HP,250 G6,Notebook,15.6,4,Windows 10,1.86,398.99,0,1920,1080,Intel,N3710,Pentium Quad Core,1.6,Intel,HD Graphics,405,256,SSD,0,-
545,HP,Omen 15-ce006nv,Gaming,17.3,12,Windows 10,2.62,1799.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1060,1024,HDD,0,-
546,Lenovo,Thinkpad E470,Notebook,14.0,8,Windows 10,1.87,859.0,0,1920,1080,Intel,7500U,Core i7,2.7,Nvidia,GeForce,940MX,256,SSD,0,-
547,Dell,XPS 13,Ultrabook,13.3,8,Windows 10,1.2,1399.0,1,3200,1800,Intel,8550U,Core i7,1.8,Intel,UHD Graphics,620,256,SSD,0,-
548,Dell,Vostro 5468,Notebook,14.0,4,Windows 10,1.6,735.87,0,1920,1080,Intel,6006U,Core i3,2.0,Intel,HD Graphics,520,128,SSD,0,-
549,HP,Envy 13-AB020nr,Ultrabook,13.3,8,Windows 10,1.34,1145.0,0,3200,1800,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,256,SSD,0,-
550,Acer,Aspire 7,Gaming,15.6,8,Linux,2.4,798.0,0,1920,1080,Intel,7300HQ,Core i5,2.5,Nvidia,GeForce GTX,1050,1024,HDD,0,-
551,Asus,VivoBook X540YA-XX519T,Notebook,15.6,4,Windows 10,2.0,349.0,0,1366,768,AMD,7110,E-Series,1.8,AMD,Radeon R2 Graphics,-,500,HDD,0,-
552,HP,ProBook 450,Notebook,15.6,4,Windows 10,2.1,705.5,0,1920,1080,Intel,7100U,Core i3,2.4,Intel,HD Graphics,620,128,SSD,0,-
553,Lenovo,ThinkPad E470,Notebook,14.0,4,Windows 10,1.87,785.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,500,HDD,0,-
554,Lenovo,V310-15ISK (i5-6200U/4GB/1TB/FHD/No,Notebook,15.6,4,No OS,2.15,462.35,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,1024,HDD,0,-
555,HP,250 G6,Notebook,15.6,4,Windows 10,1.86,397.0,0,1920,1080,Intel,6006U,Core i3,2.0,Intel,HD Graphics,520,500,HDD,0,-
556,Lenovo,ThinkPad T570,Notebook,15.6,8,Windows 10,1.99,1729.0,0,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,512,SSD,0,-
557,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,4,Windows 10,2.2,499.0,0,1920,1080,Intel,6006U,Core i3,2.0,Intel,HD Graphics,520,128,SSD,0,-
558,Dell,Latitude 5580,Notebook,15.6,8,Windows 10,1.9,1116.99,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,0,-
559,Dell,Alienware 17,Gaming,17.3,16,Windows 10,4.42,2699.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1070,256,SSD,1024,HDD
560,HP,17-X047na (i3-6006U/8GB/1TB/W10),Notebook,17.3,8,Windows 10,2.65,544.15,0,1600,900,Intel,6006U,Core i3,2.0,Intel,HD Graphics,520,1024,HDD,0,-
561,HP,ProBook 470,Notebook,17.3,8,Windows 10,2.63,1280.0,0,1920,1080,Intel,7500U,Core i7,2.7,Nvidia,GeForce,930MX,1024,HDD,0,-
562,Asus,A541NA-GO342 (N3350/4GB/500GB/Linux),Notebook,15.6,4,Linux,2.0,224.0,0,1366,768,Intel,N3350,Celeron Dual Core,1.1,Intel,HD Graphics,500,500,HDD,0,-
563,Mediacom,SmartBook 130,Notebook,13.3,4,Windows 10,1.35,255.0,0,1920,1080,Intel,x5-Z8350,Atom,1.44,Intel,HD Graphics,-,32,Flash Storage,0,-
565,HP,15-bw007nv (A10-9620P/6GB/128GB/Radeon,Notebook,15.6,6,Windows 10,1.91,568.9,0,1920,1080,AMD,A10-9620P,A10-Series,2.5,AMD,Radeon,530,128,SSD,0,-
566,Dell,Vostro 3568,Notebook,15.6,4,Windows 10,2.18,617.9,0,1366,768,Intel,6006U,Core i3,2.0,AMD,Radeon R5,M420,1024,HDD,0,-
567,Acer,Spin SP111-31,2 in 1 Convertible,11.6,4,Windows 10,1.25,349.0,1,1920,1080,Intel,N3350,Celeron Dual Core,2.0,Intel,HD Graphics,500,32,Flash Storage,0,-
568,Lenovo,V330-15IKB (i3-7130U/4GB/128GB/FHD/W10),Notebook,15.6,4,Windows 10,2.05,630.0,0,1920,1080,Intel,7130U,Core i3,2.7,Intel,HD Graphics,620,128,SSD,0,-
569,HP,EliteBook 1030,Ultrabook,13.3,16,Windows 10,1.16,1965.0,1,3200,1800,Intel,6Y75,Core M,1.2,Intel,HD Graphics,515,512,SSD,0,-
570,Lenovo,Thinkpad P71,Notebook,17.3,8,Windows 10,3.4,2999.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,Quadro,M620M,256,SSD,0,-
571,Asus,FX553VD-DM627T (i5-7300HQ/8GB/1TB,Notebook,15.6,8,Windows 10,2.5,839.0,0,1920,1080,Intel,7300HQ,Core i5,2.5,Nvidia,GeForce GTX,1050,128,SSD,1024,HDD
572,Dell,XPS 13,Ultrabook,13.3,8,Windows 10,1.21,1599.0,1,3840,2160,Intel,8250U,Core i5,1.6,Intel,UHD Graphics,620,128,SSD,0,-
573,Dell,Latitude 5580,Notebook,15.6,4,Windows 10,1.93,959.0,0,1366,768,Intel,7300U,Core i5,2.6,Intel,HD Graphics,620,500,HDD,0,-
574,Fujitsu,Lifebook A557,Notebook,15.6,8,Windows 10,2.2,739.0,0,1366,768,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,1024,HDD,0,-
575,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,4,Windows 10,2.2,344.0,0,1920,1080,Intel,N4200,Pentium Quad Core,1.1,Intel,HD Graphics,505,500,HDD,0,-
576,Lenovo,ThinkPad L470,Notebook,14.0,4,Windows 10,2.02,990.0,0,1366,768,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,500,HDD,0,-
577,HP,ZBook 17,Workstation,17.3,8,Windows 10,3.14,1860.99,0,1600,900,Intel,7440HQ,Core i5,2.8,Nvidia,Quadro,M1200,500,HDD,0,-
578,HP,14-am079na (N3710/8GB/2TB/W10),Notebook,14.0,8,Windows 10,1.94,389.0,0,1366,768,Intel,N3710,Pentium Quad Core,1.6,Intel,HD Graphics,405,2048,HDD,0,-
579,HP,15-cd005nv (A9-9420/6GB/256GB/Radeon,Notebook,15.6,6,Windows 10,1.95,649.0,0,1920,1080,AMD,A9-9420,A9-Series,3.0,AMD,Radeon,530,256,SSD,0,-
580,Lenovo,Thinkpad E570,Notebook,15.6,8,Windows 10,2.3,830.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,0,-
581,Lenovo,V330-15IKB (i5-8250U/4GB/500GB/FHD/W10),Notebook,15.6,4,Windows 10,2.05,685.0,0,1920,1080,Intel,8250U,Core i5,1.6,Intel,HD Graphics,620,500,HDD,0,-
582,Mediacom,SmartBook 141,Notebook,14.0,4,Windows 10,1.4,249.0,0,1920,1080,Intel,x5-Z8350,Atom,1.44,Intel,HD Graphics,-,32,SSD,0,-
583,Toshiba,Tecra X40-D-10H,Ultrabook,14.0,16,Windows 10,1.24,1865.0,1,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,512,SSD,0,-
584,Lenovo,IdeaPad Y910-17ISK,Gaming,17.3,32,Windows 10,4.6,2663.0,0,1920,1080,Intel,6820HK,Core i7,2.7,Nvidia,GeForce GTX,1070,256,SSD,1024,HDD
585,MSI,GT73VR Titan,Gaming,17.3,16,Windows 10,4.14,2729.0,0,1920,1080,Intel,7820HK,Core i7,2.9,Nvidia,GeForce GTX,1070,512,SSD,1024,HDD
586,Dell,Inspiron 3567,Notebook,15.6,8,Linux,2.2,749.01,0,1920,1080,Intel,7500U,Core i7,2.7,AMD,Radeon R5,M430,256,SSD,0,-
587,Mediacom,SmartBook Edge,Notebook,14.0,4,Windows 10,1.45,389.0,0,1920,1080,Intel,N3450,Celeron Quad Core,1.1,Intel,HD Graphics,500,32,SSD,0,-
588,Dell,Latitude 5580,Notebook,15.6,8,Windows 10,1.9,1008.52,0,1366,768,Intel,7300U,Core i5,2.6,Intel,HD Graphics,620,500,HDD,0,-
589,HP,ProBook 430,Notebook,13.3,4,Windows 10,1.49,719.0,0,1920,1080,Intel,7100U,Core i3,2.4,Intel,HD Graphics,620,128,SSD,0,-
590,Dell,Latitude 5580,Notebook,15.6,16,Windows 10,1.93,1537.39,0,1920,1080,Intel,7600U,Core i7,2.8,Nvidia,GeForce,930MX,256,SSD,0,-
591,Dell,Chromebook 11,Netbook,11.6,4,Chrome OS,1.26,295.0,0,1366,768,Intel,N3060,Celeron Dual Core,1.6,Intel,HD Graphics,400,16,Flash Storage,0,-
592,MSI,GT80S 6QE,Gaming,17.3,16,Windows 10,4.5,2349.0,0,1920,1080,Intel,6820HK,Core i7,2.7,Nvidia,GeForce GTX,980M,128,SSD,1024,HDD
593,HP,Omen 17-AN010nv,Gaming,17.3,16,Windows 10,3.78,1498.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050,256,SSD,1024,HDD
594,Lenovo,Thinkpad T460s,Ultrabook,14.0,12,Windows 10,1.4,1673.0,0,1920,1080,Intel,6600U,Core i7,2.6,Intel,HD Graphics,520,256,SSD,0,-
595,Lenovo,Ideapad 320-15IKBR,Notebook,15.6,12,Windows 10,2.2,609.0,1,1366,768,Intel,8550U,Core i7,1.8,Intel,HD Graphics,620,1024,HDD,0,-
596,Asus,ROG Strix,Gaming,17.3,8,Windows 10,2.73,1770.0,0,1920,1080,Intel,7300HQ,Core i5,2.5,Nvidia,GeForce GTX,1060,128,SSD,1024,HDD
597,Asus,TP501UA-CJ131T (i5-7200U/8GB/1TB/W10),2 in 1 Convertible,15.6,8,Windows 10,2.2,739.0,1,1366,768,Intel,7200U,Core i5,2.5,Intel,HD Graphics,520,1024,HDD,0,-
598,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,12,Windows 10,2.2,949.0,0,1920,1080,AMD,9720P,A12-Series,3.6,AMD,Radeon,530,512,SSD,0,-
599,Dell,Inspiron 3179,2 in 1 Convertible,11.6,4,Windows 10,1.39,603.0,1,1366,768,Intel,7Y30,Core M,1.0,Intel,HD Graphics,615,128,SSD,0,-
600,Samsung,Notebook Odyssey,Notebook,15.6,16,Windows 10,2.5,1699.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050,128,SSD,1024,HDD
