,Company,Product,TypeName,Inches,Ram_GB,OpSys,Weight_kg,Price_euros,Touchscreen,ScreenWidth,ScreenHeight,Cpu_producer,Cpu_series,Cpu_model,Cpu_GHz,Gpu_producer,Gpu_model,Gpu_series,Memory1_GB,Memory1_type,Memory2_type
446,Microsoft,Surface Laptop,Ultrabook,13.5,4,Windows 10 S,1.252,989.0,1,2256,1504,Intel,m3-7Y30,Core M,2.2,Intel,HD Graphics,615,128,SSD,-
447,Microsoft,Surface Laptop,Ultrabook,13.5,8,Windows 10 S,1.25,1799.0,1,2256,1504,Intel,7660U,Core i7,2.5,Intel,Iris Plus Graphics,640,256,SSD,-
448,HP,17-BS092ND (i3-6006U/8GB/256GB/W10),Notebook,17.3,8,Windows 10,2.5,639.9,0,1600,900,Intel,6006U,Core i3,2.0,Intel,HD Graphics,520,256,SSD,-
449,Acer,Aspire E5-576G,Notebook,15.6,4,Windows 10,2.23,544.0,0,1920,1080,Intel,6006U,Core i3,2.0,Nvidia,GeForce,940MX,1024,HDD,-
450,Acer,TravelMate B,Netbook,11.6,4,Windows 10,1.4,435.0,0,1366,768,Intel,N3060,Celeron Dual Core,1.6,Intel,HD Graphics,400,128,SSD,-
451,Asus,Pro P2540UA-AB51,Notebook,15.6,8,Windows 10,2.37,749.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,1024,HDD,-
452,Lenovo,IdeaPad 510s-14IKB,Notebook,14.0,8,No OS,1.5,799.0,0,1920,1080,Intel,7500U,Core i7,2.7,AMD,Radeon R7,M460,512,SSD,-
453,Lenovo,Thinkpad P51,Notebook,15.6,8,Windows 10,2.67,2090.0,0,1920,1080,Intel,7820HQ,Core i7,2.9,Nvidia,Quadro,M2200M,256,SSD,-
454,Asus,X541NA-PD1003Y (N4200/4GB/500GB/W10),Notebook,15.6,4,Windows 10,2.0,304.0,0,1366,768,Intel,N4200,Pentium Quad Core,1.1,Intel,HD Graphics,500,500,HDD,-
455,Acer,Aspire 5,Notebook,15.6,4,Windows 10,2.2,469.0,0,1366,768,Intel,6006U,Core i3,2.0,Nvidia,GeForce GTX,940MX,500,HDD,-
456,Dell,Inspiron 5570,Notebook,15.6,8,Windows 10,2.02,759.0,0,1920,1080,Intel,8250U,Core i5,1.6,AMD,Radeon,530,2048,HDD,-
457,HP,Omen 17-an006nv,Gaming,17.3,12,Windows 10,3.78,1699.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1060,1024,HDD,-
458,Lenovo,Thinkpad T460s,Ultrabook,14.0,12,Windows 10,1.4,1858.0,0,2560,1440,Intel,6600U,Core i7,2.6,Intel,HD Graphics,520,256,SSD,-
459,HP,Spectre x360,2 in 1 Convertible,13.3,8,Windows 10,1.29,1999.0,1,3840,2160,Intel,8550U,Core i7,1.8,Intel,UHD Graphics,620,512,SSD,-
460,HP,ZBook 15u,Notebook,15.6,8,Windows 10,1.9,1154.0,0,1920,1080,Intel,7200U,Core i5,2.5,AMD,FirePro,W4190M,500,HDD,-
461,Google,Pixelbook (Core,Ultrabook,12.3,8,Chrome OS,1.1,1275.0,1,2400,1600,Intel,7Y57,Core i5,1.2,Intel,HD Graphics,615,128,SSD,-
462,Dell,Latitude 7390,Ultrabook,13.3,8,Windows 10,1.42,1841.85,1,1920,1080,Intel,8250U,Core i5,1.6,Intel,UHD Graphics,620,256,SSD,-
463,Asus,ZenBook Pro,Notebook,15.6,12,Windows 10,2.06,1299.0,0,3840,2160,Intel,6700HQ,Core i7,2.6,Intel,HD Graphics,530,128,SSD,HDD
464,Dell,Latitude E5470,Notebook,14.0,8,Windows 10,1.79,740.0,0,1366,768,Intel,6100U,Core i3,2.3,Intel,HD Graphics,520,128,SSD,-
465,Dell,Precision M5520,Workstation,15.6,8,Windows 10,1.78,2408.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,Quadro,M1200,256,SSD,-
466,Lenovo,Thinkpad T470,Notebook,14.0,8,Windows 10,1.7,1364.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,180,SSD,-
467,Dell,Inspiron 3576,Notebook,15.6,8,Windows 10,2.2,675.0,0,1920,1080,Intel,8250U,Core i5,1.6,AMD,Radeon,520,1024,HDD,-
468,Toshiba,Portege X30-D-10J,Notebook,13.3,8,Windows 10,1.05,1672.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,-
469,Dell,Inspiron 7570,Notebook,15.6,8,Windows 10,2.16,1262.0,0,1920,1080,Intel,8550U,Core i7,1.8,Nvidia,GeForce,940MX,512,SSD,-
470,Dell,Vostro 3568,Notebook,15.6,4,Windows 10,2.18,586.6,0,1366,768,Intel,7100U,Core i3,2.4,Intel,HD Graphics,620,1024,HDD,-
471,HP,ProBook 430,Notebook,13.3,4,Windows 10,1.49,726.0,0,1920,1080,Intel,8250U,Core i5,1.6,Intel,UHD Graphics,620,128,SSD,-
472,Chuwi,"Lapbook 15,6",Notebook,15.6,4,Windows 10,1.89,248.9,0,1920,1080,Intel,x5-Z8350,Atom,1.44,Intel,HD Graphics,-,64,Flash Storage,-
473,Lenovo,ThinkPad E570,Notebook,15.6,4,Windows 10,2.3,565.0,0,1366,768,Intel,6006U,Core i3,2.0,Intel,HD Graphics,520,128,SSD,-
474,Lenovo,ThinkPad E480,Notebook,14.0,8,Windows 10,1.75,1049.0,0,1920,1080,Intel,8250U,Core i5,1.6,Intel,UHD Graphics,620,256,SSD,-
475,Dell,Precision 3520,Workstation,15.6,16,Windows 10,2.17,2338.0,0,1920,1080,Intel,6820HQ,Core i7,2.7,Nvidia,Quadro,M620,512,SSD,-
476,Dell,XPS 15,Notebook,15.6,16,Windows 10,2.06,1899.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050,512,SSD,-
477,Lenovo,Thinkpad X270,Ultrabook,12.5,16,Windows 10,1.36,1798.0,0,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,512,SSD,-
478,Asus,Zenbook UX390UA,Ultrabook,12.5,16,Windows 10,0.91,1950.0,0,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,512,SSD,-
479,Lenovo,Thinkpad E570,Notebook,15.6,8,Windows 10,2.3,1011.99,0,1920,1080,Intel,7200U,Core i5,2.5,Nvidia,GeForce,940MX,256,SSD,-
480,Toshiba,Portege X30-D-10L,Ultrabook,13.3,32,Windows 10,1.05,2799.0,1,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,512,SSD,-
481,Asus,VivoBook Pro,Gaming,15.6,8,Windows 10,1.99,1350.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050,128,SSD,HDD
482,Acer,Aspire 5,Notebook,15.6,8,Windows 10,2.2,579.0,0,1366,768,AMD,9620P,A10-Series,2.5,AMD,Radeon RX,540,1024,HDD,-
483,Asus,Rog G752VL-UH71T,Gaming,17.3,24,Windows 10,4.33,1269.0,1,1920,1080,Intel,6700HQ,Core i7,2.6,Nvidia,GeForce GTX,965M,256,SSD,HDD
484,Lenovo,Thinkpad X260,Ultrabook,12.5,8,Windows 10,1.3,1099.0,0,1366,768,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,180,SSD,-
485,Lenovo,Ideapad 520-15IKBR,Notebook,15.6,8,Windows 10,2.17,898.9,0,1920,1080,Intel,8550U,Core i7,1.8,Intel,UHD Graphics,620,256,SSD,-
486,HP,EliteBook 840,Notebook,14.0,8,Windows 10,1.48,1749.0,0,1920,1080,Intel,7600U,Core i7,2.8,Intel,HD Graphics,620,1024,SSD,-
487,Lenovo,ThinkPad 13,Notebook,13.3,8,Windows 10,1.4,949.0,0,1920,1080,Intel,7100U,Core i3,2.4,Intel,HD Graphics,620,256,SSD,-
488,Lenovo,ThinkPad L570,Notebook,15.6,8,Windows 10,2.3,911.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,-
489,Asus,VivoBook E201NA,Netbook,11.6,4,Windows 10 S,1.2,340.0,0,1366,768,Intel,N3350,Celeron Dual Core,1.1,Intel,HD Graphics,500,64,Flash Storage,-
490,HP,15-BS026nv (i5-7200U/8GB/256GB/Radeon,Notebook,15.6,8,Windows 10,1.91,618.99,0,1366,768,Intel,7200U,Core i5,2.5,AMD,Radeon,520,256,SSD,-
491,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,8,Windows 10,1.4,1599.0,1,1920,1080,Intel,8250U,Core i5,1.6,Intel,UHD Graphics,620,256,SSD,-
492,Lenovo,IdeaPad 320-14IAP,Notebook,14.0,4,Windows 10,2.1,299.0,0,1366,768,Intel,N3350,Celeron Dual Core,1.1,Intel,HD Graphics,500,500,HDD,-
493,Lenovo,Chromebook N23,Netbook,11.6,4,Chrome OS,1.25,265.0,0,1366,768,Intel,N3060,Celeron Dual Core,1.6,Intel,HD Graphics,400,16,SSD,-
494,Lenovo,ThinkPad 13,Notebook,13.3,8,Windows 10,1.44,954.5,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,-
495,Asus,ZenBook UX510UX-CN211T,Notebook,15.6,8,Windows 10,2.0,1224.0,0,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,256,SSD,HDD
496,Acer,Aspire A515-51G-59QF,Notebook,15.6,4,Windows 10,2.2,613.0,0,1920,1080,Intel,8250U,Core i5,1.6,Nvidia,GeForce,MX150,1024,HDD,-
497,HP,Envy 13-AB002nv,Ultrabook,13.3,8,Windows 10,1.34,1323.0,0,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,512,SSD,-
498,Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,No OS,2.4,1149.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1060,256,SSD,HDD
499,Dell,XPS 13,Ultrabook,13.3,8,Windows 10,1.29,899.0,1,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,128,SSD,-
500,Acer,Aspire A515-51G,Notebook,15.6,4,Windows 10,2.2,639.0,0,1920,1080,Intel,7500U,Core i7,2.7,Nvidia,GeForce,940MX,500,HDD,-
501,Dell,Vostro 5568,Notebook,15.6,8,Windows 10,2.18,836.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,1024,HDD,-
502,Dell,Inspiron 5570,Notebook,15.6,16,Windows 10,2.2,1177.12,0,1920,1080,Intel,8550U,Core i7,1.8,AMD,Radeon,530,256,SSD,HDD
503,Xiaomi,Mi Notebook,Notebook,15.6,16,No OS,1.95,1399.95,0,1920,1080,Intel,8550U,Core i7,1.8,Nvidia,GeForce,MX150,256,SSD,-
504,Asus,VivoBook E12,Netbook,11.6,2,Windows 10,1.1,245.0,0,1366,768,Intel,N3350,Celeron Dual Core,1.1,Intel,HD Graphics,500,32,Flash Storage,-
505,HP,15-bs190od (i5-8250U/4GB/1TB/W10),Notebook,15.6,4,Windows 10,2.04,521.47,1,1366,768,Intel,8250U,Core i5,1.6,Intel,UHD Graphics,620,1024,HDD,-
506,Asus,ROG Zephyrus,Gaming,15.6,24,Windows 10,2.24,2968.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1080,512,SSD,-
507,HP,Probook 450,Notebook,15.6,8,Windows 10,2.04,889.0,0,1920,1080,Intel,7200U,Core i5,2.5,Nvidia,GeForce,930MX,256,SSD,-
508,Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,Gaming,17.3,16,Windows 10,3.0,1504.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050Ti,256,SSD,HDD
509,Lenovo,Legion Y720-15IKB,Gaming,15.6,8,Windows 10,3.2,1399.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1060,256,SSD,HDD
510,HP,Spectre X360,Ultrabook,13.3,8,Windows 10,1.32,1399.0,0,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,256,SSD,-
511,Dell,Latitude 5480,Notebook,14.0,8,Windows 10,1.64,1279.73,0,1920,1080,Intel,7300U,Core i5,2.6,Intel,HD Graphics,620,256,SSD,-
512,HP,ProBook 440,Notebook,15.6,4,Windows 10,1.63,689.0,0,1366,768,Intel,6006U,Core i3,2.0,Intel,HD Graphics,520,128,SSD,-
513,Dell,Inspiron 5770,Notebook,17.3,8,Linux,2.8,889.0,0,1920,1080,Intel,8250U,Core i5,1.6,AMD,Radeon,530,128,SSD,HDD
514,Lenovo,ThinkPad L470,Notebook,14.0,8,Windows 7,2.02,1340.0,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,256,SSD,-
515,Lenovo,IdeaPad 320-15IKB,Notebook,15.6,4,Windows 10,2.2,799.0,0,1920,1080,Intel,7500U,Core i7,2.7,Nvidia,GeForce,920MX,1024,HDD,-
516,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,8,No OS,2.2,459.0,0,1366,768,Intel,6006U,Core i3,2.0,Nvidia,GeForce,920MX,2048,HDD,-
517,Dell,Inspiron 3567,Notebook,15.6,4,Windows 10,2.3,585.0,0,1920,1080,Intel,7200U,Core i5,2.5,AMD,Radeon R5,M430,500,HDD,-
518,Dell,Latitude 5580,Notebook,15.6,8,Windows 10,1.9,1377.0,0,1920,1080,Intel,7440HQ,Core i5,2.8,Intel,HD Graphics,620,256,SSD,-
519,Dell,Alienware 17,Gaming,17.3,16,Windows 10,4.42,3012.77,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1070,128,SSD,HDD
520,Toshiba,Satellite Pro,Notebook,15.6,8,Windows 10,2.0,860.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,500,HDD,-
521,Asus,Zenbook UX510UW-FI095T,Notebook,15.6,8,Windows 10,2.0,1299.0,0,3840,2160,Intel,7500U,Core i7,2.7,Nvidia,GeForce GTX,960M,256,SSD,HDD
522,Mediacom,SmartBook Edge,Notebook,13.3,4,Windows 10,1.2,369.0,0,1920,1080,Intel,N3450,Celeron Quad Core,1.1,Intel,HD Graphics,500,32,SSD,-
523,Asus,ROG Strix,Gaming,15.6,8,Windows 10,2.3,1649.0,0,1920,1080,Intel,7300HQ,Core i5,2.5,Nvidia,GeForce GTX,1060,128,SSD,HDD
524,Dell,Latitude 5580,Notebook,15.6,8,Windows 10,1.93,1369.0,0,1920,1080,Intel,7600U,Core i7,2.8,Nvidia,GeForce,930MX,256,SSD,-
525,HP,250 G6,Notebook,15.6,4,Windows 10,1.86,398.99,0,1920,1080,Intel,N3710,Pentium Quad Core,1.6,Intel,HD Graphics,405,256,SSD,-
526,HP,Omen 15-ce006nv,Gaming,17.3,12,Windows 10,2.62,1799.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1060,1024,HDD,-
527,Lenovo,Thinkpad E470,Notebook,14.0,8,Windows 10,1.87,859.0,0,1920,1080,Intel,7500U,Core i7,2.7,Nvidia,GeForce,940MX,256,SSD,-
528,Dell,XPS 13,Ultrabook,13.3,8,Windows 10,1.2,1399.0,1,3200,1800,Intel,8550U,Core i7,1.8,Intel,UHD Graphics,620,256,SSD,-
529,Dell,Vostro 5468,Notebook,14.0,4,Windows 10,1.6,735.87,0,1920,1080,Intel,6006U,Core i3,2.0,Intel,HD Graphics,520,128,SSD,-
530,HP,Envy 13-AB020nr,Ultrabook,13.3,8,Windows 10,1.34,1145.0,0,3200,1800,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,256,SSD,-
531,Acer,Aspire 7,Gaming,15.6,8,Linux,2.4,798.0,0,1920,1080,Intel,7300HQ,Core i5,2.5,Nvidia,GeForce GTX,1050,1024,HDD,-
532,Asus,VivoBook X540YA-XX519T,Notebook,15.6,4,Windows 10,2.0,349.0,0,1366,768,AMD,7110,E-Series,1.8,AMD,Radeon R2 Graphics,-,500,HDD,-
533,HP,ProBook 450,Notebook,15.6,4,Windows 10,2.1,705.5,0,1920,1080,Intel,7100U,Core i3,2.4,Intel,HD Graphics,620,128,SSD,-
534,Lenovo,ThinkPad E470,Notebook,14.0,4,Windows 10,1.87,785.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,500,HDD,-
535,Lenovo,V310-15ISK (i5-6200U/4GB/1TB/FHD/No,Notebook,15.6,4,No OS,2.15,462.35,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,1024,HDD,-
536,HP,250 G6,Notebook,15.6,4,Windows 10,1.86,397.0,0,1920,1080,Intel,6006U,Core i3,2.0,Intel,HD Graphics,520,500,HDD,-
537,Lenovo,ThinkPad T570,Notebook,15.6,8,Windows 10,1.99,1729.0,0,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,512,SSD,-
538,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,4,Windows 10,2.2,499.0,0,1920,1080,Intel,6006U,Core i3,2.0,Intel,HD Graphics,520,128,SSD,-
539,Dell,Latitude 5580,Notebook,15.6,8,Windows 10,1.9,1116.99,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,-
540,Dell,Alienware 17,Gaming,17.3,16,Windows 10,4.42,2699.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1070,256,SSD,HDD
541,HP,17-X047na (i3-6006U/8GB/1TB/W10),Notebook,17.3,8,Windows 10,2.65,544.15,0,1600,900,Intel,6006U,Core i3,2.0,Intel,HD Graphics,520,1024,HDD,-
542,HP,ProBook 470,Notebook,17.3,8,Windows 10,2.63,1280.0,0,1920,1080,Intel,7500U,Core i7,2.7,Nvidia,GeForce,930MX,1024,HDD,-
543,Asus,A541NA-GO342 (N3350/4GB/500GB/Linux),Notebook,15.6,4,Linux,2.0,224.0,0,1366,768,Intel,N3350,Celeron Dual Core,1.1,Intel,HD Graphics,500,500,HDD,-
544,Mediacom,SmartBook 130,Notebook,13.3,4,Windows 10,1.35,255.0,0,1920,1080,Intel,x5-Z8350,Atom,1.44,Intel,HD Graphics,-,32,Flash Storage,-
545,HP,15-bw007nv (A10-9620P/6GB/128GB/Radeon,Notebook,15.6,6,Windows 10,1.91,568.9,0,1920,1080,AMD,A10-9620P,A10-Series,2.5,AMD,Radeon,530,128,SSD,-
546,Dell,Vostro 3568,Notebook,15.6,4,Windows 10,2.18,617.9,0,1366,768,Intel,6006U,Core i3,2.0,AMD,Radeon R5,M420,1024,HDD,-
547,Acer,Spin SP111-31,2 in 1 Convertible,11.6,4,Windows 10,1.25,349.0,1,1920,1080,Intel,N3350,Celeron Dual Core,2.0,Intel,HD Graphics,500,32,Flash Storage,-
548,Lenovo,V330-15IKB (i3-7130U/4GB/128GB/FHD/W10),Notebook,15.6,4,Windows 10,2.05,630.0,0,1920,1080,Intel,7130U,Core i3,2.7,Intel,HD Graphics,620,128,SSD,-
549,HP,EliteBook 1030,Ultrabook,13.3,16,Windows 10,1.16,1965.0,1,3200,1800,Intel,6Y75,Core M,1.2,Intel,HD Graphics,515,512,SSD,-
550,Lenovo,Thinkpad P71,Notebook,17.3,8,Windows 10,3.4,2999.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,Quadro,M620M,256,SSD,-
551,Asus,FX553VD-DM627T (i5-7300HQ/8GB/1TB,Notebook,15.6,8,Windows 10,2.5,839.0,0,1920,1080,Intel,7300HQ,Core i5,2.5,Nvidia,GeForce GTX,1050,128,SSD,HDD
552,Dell,XPS 13,Ultrabook,13.3,8,Windows 10,1.21,1599.0,1,3840,2160,Intel,8250U,Core i5,1.6,Intel,UHD Graphics,620,128,SSD,-
553,Dell,Latitude 5580,Notebook,15.6,4,Windows 10,1.93,959.0,0,1366,768,Intel,7300U,Core i5,2.6,Intel,HD Graphics,620,500,HDD,-
554,Fujitsu,Lifebook A557,Notebook,15.6,8,Windows 10,2.2,739.0,0,1366,768,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,1024,HDD,-
555,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,4,Windows 10,2.2,344.0,0,1920,1080,Intel,N4200,Pentium Quad Core,1.1,Intel,HD Graphics,505,500,HDD,-
556,Lenovo,ThinkPad L470,Notebook,14.0,4,Windows 10,2.02,990.0,0,1366,768,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,500,HDD,-
557,HP,ZBook 17,Workstation,17.3,8,Windows 10,3.14,1860.99,0,1600,900,Intel,7440HQ,Core i5,2.8,Nvidia,Quadro,M1200,500,HDD,-
558,HP,14-am079na (N3710/8GB/2TB/W10),Notebook,14.0,8,Windows 10,1.94,389.0,0,1366,768,Intel,N3710,Pentium Quad Core,1.6,Intel,HD Graphics,405,2048,HDD,-
559,HP,15-cd005nv (A9-9420/6GB/256GB/Radeon,Notebook,15.6,6,Windows 10,1.95,649.0,0,1920,1080,AMD,A9-9420,A9-Series,3.0,AMD,Radeon,530,256,SSD,-
560,Lenovo,Thinkpad E570,Notebook,15.6,8,Windows 10,2.3,830.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,-
561,Lenovo,V330-15IKB (i5-8250U/4GB/500GB/FHD/W10),Notebook,15.6,4,Windows 10,2.05,685.0,0,1920,1080,Intel,8250U,Core i5,1.6,Intel,HD Graphics,620,500,HDD,-
562,Mediacom,SmartBook 141,Notebook,14.0,4,Windows 10,1.4,249.0,0,1920,1080,Intel,x5-Z8350,Atom,1.44,Intel,HD Graphics,-,32,SSD,-
563,Toshiba,Tecra X40-D-10H,Ultrabook,14.0,16,Windows 10,1.24,1865.0,1,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,512,SSD,-
564,Lenovo,IdeaPad Y910-17ISK,Gaming,17.3,32,Windows 10,4.6,2663.0,0,1920,1080,Intel,6820HK,Core i7,2.7,Nvidia,GeForce GTX,1070,256,SSD,HDD
565,MSI,GT73VR Titan,Gaming,17.3,16,Windows 10,4.14,2729.0,0,1920,1080,Intel,7820HK,Core i7,2.9,Nvidia,GeForce GTX,1070,512,SSD,HDD
566,Dell,Inspiron 3567,Notebook,15.6,8,Linux,2.2,749.01,0,1920,1080,Intel,7500U,Core i7,2.7,AMD,Radeon R5,M430,256,SSD,-
567,Mediacom,SmartBook Edge,Notebook,14.0,4,Windows 10,1.45,389.0,0,1920,1080,Intel,N3450,Celeron Quad Core,1.1,Intel,HD Graphics,500,32,SSD,-
568,Dell,Latitude 5580,Notebook,15.6,8,Windows 10,1.9,1008.52,0,1366,768,Intel,7300U,Core i5,2.6,Intel,HD Graphics,620,500,HDD,-
569,HP,ProBook 430,Notebook,13.3,4,Windows 10,1.49,719.0,0,1920,1080,Intel,7100U,Core i3,2.4,Intel,HD Graphics,620,128,SSD,-
570,Dell,Latitude 5580,Notebook,15.6,16,Windows 10,1.93,1537.39,0,1920,1080,Intel,7600U,Core i7,2.8,Nvidia,GeForce,930MX,256,SSD,-
571,Dell,Chromebook 11,Netbook,11.6,4,Chrome OS,1.26,295.0,0,1366,768,Intel,N3060,Celeron Dual Core,1.6,Intel,HD Graphics,400,16,Flash Storage,-
572,MSI,GT80S 6QE,Gaming,17.3,16,Windows 10,4.5,2349.0,0,1920,1080,Intel,6820HK,Core i7,2.7,Nvidia,GeForce GTX,980M,128,SSD,HDD
573,HP,Omen 17-AN010nv,Gaming,17.3,16,Windows 10,3.78,1498.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050,256,SSD,HDD
574,Lenovo,Thinkpad T460s,Ultrabook,14.0,12,Windows 10,1.4,1673.0,0,1920,1080,Intel,6600U,Core i7,2.6,Intel,HD Graphics,520,256,SSD,-
575,Lenovo,Ideapad 320-15IKBR,Notebook,15.6,12,Windows 10,2.2,609.0,1,1366,768,Intel,8550U,Core i7,1.8,Intel,HD Graphics,620,1024,HDD,-
576,Asus,ROG Strix,Gaming,17.3,8,Windows 10,2.73,1770.0,0,1920,1080,Intel,7300HQ,Core i5,2.5,Nvidia,GeForce GTX,1060,128,SSD,HDD
577,Asus,TP501UA-CJ131T (i5-7200U/8GB/1TB/W10),2 in 1 Convertible,15.6,8,Windows 10,2.2,739.0,1,1366,768,Intel,7200U,Core i5,2.5,Intel,HD Graphics,520,1024,HDD,-
578,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,12,Windows 10,2.2,949.0,0,1920,1080,AMD,9720P,A12-Series,3.6,AMD,Radeon,530,512,SSD,-
579,Dell,Inspiron 3179,2 in 1 Convertible,11.6,4,Windows 10,1.39,603.0,1,1366,768,Intel,7Y30,Core M,1.0,Intel,HD Graphics,615,128,SSD,-
580,Samsung,Notebook Odyssey,Notebook,15.6,16,Windows 10,2.5,1699.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050,128,SSD,HDD
581,Lenovo,V320-17ISK (i3-6006U/4GB/500GB/FHD/No,Notebook,17.3,4,No OS,2.8,529.0,0,1920,1080,Intel,6006U,Core i3,2.0,Intel,HD Graphics,520,500,HDD,-
582,Lenovo,IdeaPad 110-15ISK,Notebook,15.6,8,Windows 10,2.29,459.0,0,1366,768,Intel,6100U,Core i3,2.3,Intel,HD Graphics,520,1024,HDD,-
583,Lenovo,Thinkpad T470p,Notebook,14.0,8,Windows 10,1.7,1474.0,0,1920,1080,Intel,7300HQ,Core i5,2.5,Intel,HD Graphics,630,256,SSD,-
584,Dell,Latitude 5289,2 in 1 Convertible,12.5,8,Windows 10,1.34,1670.0,1,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,-
585,Dell,Precision 3520,Workstation,15.6,8,Windows 10,2.06,1763.0,1,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,Quadro,M620,256,SSD,-
586,HP,EliteBook 850,Notebook,15.6,8,Windows 10,1.84,1459.5,0,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,256,SSD,-
587,HP,ProBook 450,Notebook,15.6,4,Windows 10,2.1,668.48,0,1366,768,Intel,7100U,Core i3,2.4,Intel,HD Graphics,620,500,HDD,-
588,Acer,Aspire 1,Notebook,14.0,4,Windows 10,1.6,329.0,0,1920,1080,Intel,N3450,Celeron Quad Core,1.1,Intel,HD Graphics,500,32,Flash Storage,-
589,MSI,Laptop MSI,Gaming,17.3,16,Windows 10,4.14,2199.0,0,1920,1080,Intel,6820HK,Core i7,2.7,Nvidia,GeForce GTX,970M,128,SSD,HDD
590,Dell,Vostro 3568,Notebook,15.6,4,Linux,2.18,465.0,0,1366,768,Intel,6006U,Core i3,2.0,AMD,Radeon R5,M420,1024,HDD,-
591,MSI,GS63VR 7RF,Gaming,15.6,16,Windows 10,1.8,2299.0,0,3840,2160,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1060,256,SSD,HDD
592,Toshiba,Tecra Z50-C-144,Notebook,15.6,8,Windows 10,2.2,1399.0,0,1920,1080,Intel,6500U,Core i7,2.5,Intel,HD Graphics,520,256,SSD,-
593,Lenovo,IdeaPad 310-15IKB,Notebook,15.6,6,Windows 10,2.4,564.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,1024,HDD,-
594,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,8,Windows 10,2.0,1299.0,1,1920,1080,Intel,7700HQ,Core i7,2.8,Intel,HD Graphics,630,256,SSD,-
595,Acer,Swift SF114-31-P5HY,Notebook,14.0,4,Windows 10,1.6,349.0,0,1366,768,Intel,N3710,Pentium Quad Core,1.6,Intel,HD Graphics,405,128,Flash Storage,-
